2026-05-13 14:29:10.806 | ERROR    | request_id - 1 | app.agent.nodes.validate_sql:validate_sql:25 - 校验sql异常：division by zero
2026-05-15 09:07:04.470 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:67 - 召回字段成功[dict_keys(['fact_order.order_amount', 'fact_order.order_quantity', 'fact_order.date_id', 'dim_date.date_id', 'dim_date.day', 'dim_date.month', 'dim_region.region_name', 'dim_region.province', 'dim_region.country', 'fact_order.region_id', 'dim_region.region_id'])]
2026-05-15 09:07:04.711 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:47 - 扩展后的关键字列表：{'销售总额', '统计华北地区销售总额', '总销售额', '交易额', 'GMV', '销售额', '统计', '华北地区'}
2026-05-15 09:07:04.992 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:43 - 扩展后的关键字列表：{'统计', '华北地区', '销售总额', '统计华北地区销售总额'}
2026-05-15 09:07:05.023 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:61 - 召回字段取值成功[dict_keys([])]
2026-05-15 09:07:05.477 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:69 - 召回指标成功[dict_keys(['GMV', 'AOV'])]
2026-05-15 09:07:10.511 | ERROR    | request_id - 1 | app.agent.nodes.validate_sql:validate_sql:25 - 校验sql异常：division by zero
2026-05-15 09:07:47.328 | INFO     | request_id - 1 | app.agent.nodes.extract_keywords:extract_keywords:44 - 关键字提取成功:['统计华北地区销售总额', '销售总额', '统计', '华北地区']
2026-05-15 09:07:48.122 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:43 - 扩展后的关键字列表：{'统计华北地区销售总额', '销售总额', '统计', '华北地区'}
2026-05-15 09:07:48.153 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:61 - 召回字段取值成功[dict_keys([])]
2026-05-15 09:09:10.790 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:45 - 扩展后的关键字列表：{'统计华北地区销售总额', '销售总额', '地区', '销售金额', '统计', '华北地区'}
2026-05-15 09:09:11.454 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:47 - 扩展后的关键字列表：{'统计华北地区销售总额', '销售额', '销售总额', '交易额', '统计', '总销售额', '华北地区', 'GMV'}
2026-05-15 09:09:11.511 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:67 - 召回字段成功[dict_keys(['fact_order.order_amount', 'fact_order.order_quantity', 'dim_region.region_name', 'dim_region.province', 'dim_region.country', 'fact_order.region_id', 'dim_region.region_id'])]
2026-05-15 09:09:12.335 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:69 - 召回指标成功[dict_keys(['GMV', 'AOV'])]
2026-05-15 09:09:17.385 | ERROR    | request_id - 1 | app.agent.nodes.validate_sql:validate_sql:25 - 校验sql异常：division by zero
2026-05-15 09:12:57.765 | INFO     | request_id - 1 | app.agent.nodes.extract_keywords:extract_keywords:44 - 关键字提取成功:['统计华北地区销售总额', '统计', '销售总额', '华北地区']
2026-05-15 09:12:58.481 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:43 - 扩展后的关键字列表：{'销售总额', '统计', '统计华北地区销售总额', '华北地区'}
2026-05-15 09:12:58.513 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:61 - 召回字段取值成功[dict_keys(['dim_region.region_name.华北'])]
2026-05-15 09:12:58.537 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:45 - 扩展后的关键字列表：{'统计日期', '地区', '销售金额', '统计华北地区销售总额', '统计', '销售总额', '华北地区'}
2026-05-15 09:12:59.410 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:67 - 召回字段成功[dict_keys(['dim_date.date_id', 'fact_order.date_id', 'dim_date.day', 'dim_date.month', 'dim_region.region_name', 'dim_region.province', 'dim_region.country', 'fact_order.region_id', 'dim_region.region_id', 'fact_order.order_amount', 'fact_order.order_quantity'])]
2026-05-15 09:12:59.485 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:47 - 扩展后的关键字列表：{'销售额', '总销售额', 'GMV', '统计华北地区销售总额', '交易额', '统计', '销售总额', '华北地区'}
2026-05-15 09:13:00.352 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:69 - 召回指标成功[dict_keys(['GMV', 'AOV'])]
2026-05-15 09:13:05.391 | ERROR    | request_id - 1 | app.agent.nodes.validate_sql:validate_sql:25 - 校验sql异常：division by zero
2026-05-15 10:44:01.182 | INFO     | request_id - 1 | app.agent.nodes.extract_keywords:extract_keywords:44 - 关键字提取成功:['华北地区', '统计华北地区销售总额', '统计', '销售总额']
2026-05-15 10:44:02.055 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:45 - 扩展后的关键字列表：{'统计', '地区', '销售金额', '华北地区', '统计华北地区销售总额', '销售总额'}
2026-05-15 10:44:02.095 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:43 - 扩展后的关键字列表：{'华北地区', '统计华北地区销售总额', '统计', '销售总额'}
2026-05-15 10:44:02.135 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:61 - 召回字段取值成功[dict_keys(['dim_region.region_name.华北'])]
2026-05-15 10:44:02.994 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:47 - 扩展后的关键字列表：{'GMV', '统计', '总销售额', '华北地区', '交易额', '销售额', '统计华北地区销售总额', '销售总额'}
2026-05-15 10:44:03.953 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:67 - 召回字段成功[dict_keys(['fact_order.order_quantity', 'dim_region.region_name', 'dim_region.province', 'dim_region.country', 'fact_order.region_id', 'dim_region.region_id', 'fact_order.order_amount'])]
2026-05-15 10:44:04.303 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:69 - 召回指标成功[dict_keys(['GMV', 'AOV'])]
2026-05-15 10:46:40.962 | ERROR    | request_id - 1 | app.agent.nodes.validate_sql:validate_sql:25 - 校验sql异常：division by zero
2026-05-15 11:33:04.729 | INFO     | request_id - 1 | app.agent.nodes.extract_keywords:extract_keywords:44 - 关键字提取成功:['统计', '统计华北地区销售总额', '销售总额', '华北地区']
2026-05-15 11:33:05.604 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:43 - 扩展后的关键字列表：{'统计', '统计华北地区销售总额', '销售总额', '华北地区'}
2026-05-15 11:33:05.636 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:61 - 召回字段取值成功[dict_keys(['dim_region.region_name.华北'])]
2026-05-15 11:33:05.918 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:45 - 扩展后的关键字列表：{'华北地区', '统计', '销售总额', '统计华北地区销售总额', '销售额', '地区'}
2026-05-15 11:33:06.805 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:47 - 扩展后的关键字列表：{'华北地区', '统计', '销售总额', '销售额', '统计华北地区销售总额', 'GMV', '总销售额', '成交额'}
2026-05-15 11:33:07.403 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:67 - 召回字段成功[dict_keys(['dim_region.region_name', 'fact_order.order_quantity', 'fact_order.order_amount', 'dim_region.province', 'dim_region.country', 'fact_order.region_id', 'dim_region.region_id'])]
2026-05-15 11:33:07.983 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:69 - 召回指标成功[dict_keys(['GMV', 'AOV'])]
2026-05-15 11:34:08.962 | INFO     | request_id - 1 | app.agent.nodes.extract_keywords:extract_keywords:44 - 关键字提取成功:['统计', '统计华北地区销售总额', '华北地区', '销售总额']
2026-05-15 11:34:09.817 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:45 - 扩展后的关键字列表：{'统计', '华北地区', '地区', '统计华北地区销售总额', '销售金额', '销售总额'}
2026-05-15 11:34:10.130 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:43 - 扩展后的关键字列表：{'统计', '统计华北地区销售总额', '销售总额', '华北地区'}
2026-05-15 11:34:10.182 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:61 - 召回字段取值成功[dict_keys(['dim_region.region_name.华北'])]
2026-05-15 11:34:10.593 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:67 - 召回字段成功[dict_keys(['fact_order.order_quantity', 'dim_region.region_name', 'dim_region.province', 'dim_region.country', 'fact_order.region_id', 'dim_region.region_id', 'fact_order.order_amount'])]
2026-05-15 11:34:11.085 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:47 - 扩展后的关键字列表：{'总销售额', '统计', '交易额', '华北地区', '统计华北地区销售总额', '销售额', 'GMV', '销售总额'}
2026-05-15 11:34:12.015 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:69 - 召回指标成功[dict_keys(['GMV', 'AOV'])]
2026-05-15 11:49:59.693 | INFO     | request_id - 1 | app.agent.nodes.extract_keywords:extract_keywords:44 - 关键字提取成功:['统计', '华北地区', '统计华北地区销售总额', '销售总额']
2026-05-15 11:50:00.658 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:45 - 扩展后的关键字列表：{'统计', '销售金额', '华北地区', '地区', '销售总额', '统计华北地区销售总额'}
2026-05-15 11:50:00.751 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:43 - 扩展后的关键字列表：{'统计', '华北地区', '销售总额', '统计华北地区销售总额'}
2026-05-15 11:50:00.805 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:61 - 召回字段取值成功[dict_keys(['dim_region.region_name.华北'])]
2026-05-15 11:50:01.405 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:67 - 召回字段成功[dict_keys(['fact_order.order_quantity', 'fact_order.order_amount', 'dim_region.region_name', 'dim_region.province', 'dim_region.country', 'fact_order.region_id', 'dim_region.region_id'])]
2026-05-15 11:50:01.689 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:47 - 扩展后的关键字列表：{'统计', '销售额', '交易额', '华北地区', '总销售额', 'GMV', '销售总额', '统计华北地区销售总额'}
2026-05-15 11:50:02.567 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:69 - 召回指标成功[dict_keys(['GMV', 'AOV'])]
2026-05-15 11:51:45.422 | ERROR    | request_id - 1 | app.agent.nodes.validate_sql:validate_sql:25 - 校验sql异常：division by zero
2026-05-15 11:56:15.445 | INFO     | request_id - 1 | app.agent.nodes.extract_keywords:extract_keywords:44 - 关键字提取成功:['统计', '销售总额', '华北地区', '统计华北地区销售总额']
2026-05-15 11:56:16.216 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:43 - 扩展后的关键字列表：{'统计', '销售总额', '华北地区', '统计华北地区销售总额'}
2026-05-15 11:56:16.250 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:61 - 召回字段取值成功[dict_keys(['dim_region.region_name.华北'])]
2026-05-15 11:56:16.273 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:45 - 扩展后的关键字列表：{'地区', '统计华北地区销售总额', '华北地区', '销售金额', '统计', '销售总额', '统计日期'}
2026-05-15 11:56:17.134 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:67 - 召回字段成功[dict_keys(['dim_region.region_name', 'dim_region.province', 'dim_region.country', 'fact_order.region_id', 'dim_region.region_id', 'fact_order.order_amount', 'fact_order.order_quantity', 'dim_date.date_id', 'fact_order.date_id', 'dim_date.day', 'dim_date.month'])]
2026-05-15 11:56:17.309 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:47 - 扩展后的关键字列表：{'销售额', '统计华北地区销售总额', '华北地区', '统计', '交易额', '总销售额', '销售总额', 'GMV'}
2026-05-15 11:56:18.196 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:69 - 召回指标成功[dict_keys(['GMV', 'AOV'])]
2026-05-15 11:56:36.589 | ERROR    | request_id - 1 | app.agent.nodes.validate_sql:validate_sql:25 - 校验sql异常：division by zero
2026-05-15 14:13:06.113 | INFO     | request_id - 1 | app.agent.nodes.extract_keywords:extract_keywords:44 - 关键字提取成功:['统计华北地区销售总额', '华北地区', '销售总额', '统计']
2026-05-15 14:13:07.222 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:45 - 扩展后的关键字列表：{'销售总额', '销售金额', '华北地区', '地区', '统计华北地区销售总额', '统计日期', '统计'}
2026-05-15 14:13:07.264 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:43 - 扩展后的关键字列表：{'华北地区', '统计华北地区销售总额', '销售总额', '统计'}
2026-05-15 14:13:07.306 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:61 - 召回字段取值成功[dict_keys(['dim_region.region_name.华北'])]
2026-05-15 14:13:08.125 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:47 - 扩展后的关键字列表：{'总销售额', '销售总额', '交易额', '华北地区', '统计华北地区销售总额', 'GMV', '销售额', '统计'}
2026-05-15 14:13:09.154 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:67 - 召回字段成功[dict_keys(['fact_order.order_amount', 'fact_order.order_quantity', 'dim_region.region_name', 'dim_region.province', 'dim_region.country', 'fact_order.region_id', 'dim_region.region_id', 'dim_date.date_id', 'fact_order.date_id', 'dim_date.day', 'dim_date.month'])]
2026-05-15 14:13:09.477 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:69 - 召回指标成功[dict_keys(['GMV', 'AOV'])]
2026-05-15 14:13:10.557 | INFO     | request_id - 1 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:158 - 合并后的表信息数据['fact_order', 'dim_region', 'dim_date']
2026-05-15 14:13:10.557 | INFO     | request_id - 1 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:161 - 合并后的指标信息['GMV', 'AOV']
2026-05-15 14:15:02.047 | ERROR    | request_id - 1 | app.agent.nodes.validate_sql:validate_sql:25 - 校验sql异常：division by zero
2026-05-15 14:24:05.983 | INFO     | request_id - 1 | app.agent.nodes.extract_keywords:extract_keywords:44 - 关键字提取成功:['华北地区', '统计', '统计华北地区销售总额', '销售总额']
2026-05-15 14:24:06.911 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:43 - 扩展后的关键字列表：{'华北地区', '统计', '统计华北地区销售总额', '销售总额'}
2026-05-15 14:24:06.942 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:61 - 召回字段取值成功[dict_keys(['dim_region.region_name.华北'])]
2026-05-15 14:24:07.121 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:45 - 扩展后的关键字列表：{'统计', '统计华北地区销售总额', '华北地区', '地区', '销售金额', '统计日期', '销售总额'}
2026-05-15 14:24:08.044 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:67 - 召回字段成功[dict_keys(['fact_order.order_quantity', 'fact_order.order_amount', 'dim_region.region_name', 'dim_region.province', 'dim_region.country', 'fact_order.region_id', 'dim_region.region_id', 'dim_date.date_id', 'fact_order.date_id', 'dim_date.day', 'dim_date.month'])]
2026-05-15 14:24:08.112 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:47 - 扩展后的关键字列表：{'销售总额', '交易额', '统计', '统计华北地区销售总额', 'GMV', '华北地区', '总销售额', '销售额'}
2026-05-15 14:24:09.082 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:69 - 召回指标成功[dict_keys(['GMV', 'AOV'])]
2026-05-15 14:24:10.122 | INFO     | request_id - 1 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:158 - 合并后的表信息数据['fact_order', 'dim_region', 'dim_date']
2026-05-15 14:24:10.123 | INFO     | request_id - 1 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:161 - 合并后的指标信息['GMV', 'AOV']
2026-05-15 14:24:12.241 | INFO     | request_id - 1 | app.agent.nodes.filter_table:filter_table:66 - 过滤表信息：['fact_order', 'dim_region']
2026-05-15 14:25:20.680 | ERROR    | request_id - 1 | app.agent.nodes.validate_sql:validate_sql:25 - 校验sql异常：division by zero
2026-05-15 14:35:38.881 | INFO     | request_id - 1 | app.agent.nodes.extract_keywords:extract_keywords:44 - 关键字提取成功:['华北地区', '统计', '统计华北地区销售总额', '销售总额']
2026-05-15 14:35:39.949 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:43 - 扩展后的关键字列表：{'华北地区', '统计', '统计华北地区销售总额', '销售总额'}
2026-05-15 14:35:39.968 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:61 - 召回字段取值成功[dict_keys(['dim_region.region_name.华北'])]
2026-05-15 14:35:40.011 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:45 - 扩展后的关键字列表：{'统计日期', '销售金额', '地区', '华北地区', '统计', '统计华北地区销售总额', '销售总额'}
2026-05-15 14:35:40.825 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:67 - 召回字段成功[dict_keys(['dim_date.date_id', 'fact_order.date_id', 'dim_date.day', 'dim_date.month', 'fact_order.order_amount', 'fact_order.order_quantity', 'dim_region.region_name', 'dim_region.province', 'dim_region.country', 'fact_order.region_id', 'dim_region.region_id'])]
2026-05-15 14:35:40.916 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:47 - 扩展后的关键字列表：{'交易额', '总销售额', '华北地区', '统计', 'GMV', '销售额', '统计华北地区销售总额', '销售总额'}
2026-05-15 14:35:41.821 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:69 - 召回指标成功[dict_keys(['GMV', 'AOV'])]
2026-05-15 14:35:42.866 | INFO     | request_id - 1 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:158 - 合并后的表信息数据['dim_date', 'fact_order', 'dim_region']
2026-05-15 14:35:42.866 | INFO     | request_id - 1 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:161 - 合并后的指标信息['GMV', 'AOV']
2026-05-15 14:35:44.824 | INFO     | request_id - 1 | app.agent.nodes.filter_table:filter_table:66 - 过滤表信息：['fact_order', 'dim_region']
2026-05-15 14:35:45.218 | INFO     | request_id - 1 | app.agent.nodes.filter_metric:filter_metric:59 - 过滤指标成功['GMV']
2026-05-15 14:35:48.250 | ERROR    | request_id - 1 | app.agent.nodes.validate_sql:validate_sql:25 - 校验sql异常：division by zero
2026-05-15 15:18:59.429 | INFO     | request_id - 1 | app.agent.nodes.extract_keywords:extract_keywords:44 - 关键字提取成功:['统计华北地区销售总额', '销售总额', '统计', '华北地区']
2026-05-15 15:19:00.515 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:43 - 扩展后的关键字列表：{'华北地区', '销售总额', '统计', '统计华北地区销售总额'}
2026-05-15 15:19:00.532 | INFO     | request_id - 1 | app.agent.nodes.recall_value:recall_value:61 - 召回字段取值成功[dict_keys(['dim_region.region_name.华北'])]
2026-05-15 15:19:01.651 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:47 - 扩展后的关键字列表：{'销售总额', '统计', '销售额', '统计华北地区销售总额', '交易额', '总销售额', '华北地区', 'GMV'}
2026-05-15 15:19:01.921 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:45 - 扩展后的关键字列表：{'地区', '销售总额', '统计', '统计华北地区销售总额', '华北地区', '销售金额', '统计日期'}
2026-05-15 15:19:03.017 | INFO     | request_id - 1 | app.agent.nodes.recall_metric:recall_metric:69 - 召回指标成功[dict_keys(['GMV', 'AOV'])]
2026-05-15 15:19:03.105 | INFO     | request_id - 1 | app.agent.nodes.recall_column:recall_column:67 - 召回字段成功[dict_keys(['dim_region.region_name', 'dim_region.province', 'dim_region.country', 'fact_order.region_id', 'dim_region.region_id', 'fact_order.order_amount', 'fact_order.order_quantity', 'dim_date.date_id', 'fact_order.date_id', 'dim_date.day', 'dim_date.month'])]
2026-05-15 15:19:04.150 | INFO     | request_id - 1 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:158 - 合并后的表信息数据['dim_region', 'fact_order', 'dim_date']
2026-05-15 15:19:04.151 | INFO     | request_id - 1 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:161 - 合并后的指标信息['GMV', 'AOV']
