2026-05-12 09:15:32.334 | INFO     | request_id - 1 | __main__:build:7 - build meta knowledge
2026-05-13 10:03:08.833 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:67 - 保存指标信息到meta数据库
2026-05-13 10:04:38.452 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:49 - 加载配置文件完成
2026-05-13 10:04:38.505 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:56 - 保存表信息到meta数据库
2026-05-13 10:04:45.587 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:59 - 为字段构建向量索引
2026-05-13 10:04:45.608 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:61 - 为字段值构建全文索引
2026-05-13 10:04:45.609 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:67 - 保存指标信息到meta数据库
2026-05-13 10:04:46.426 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:70 - 为指标构建向量索引
2026-05-13 10:06:56.004 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:49 - 加载配置文件完成
2026-05-13 10:06:56.095 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:56 - 保存表信息到meta数据库
2026-05-13 10:08:22.277 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:49 - 加载配置文件完成
2026-05-13 10:08:22.346 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:56 - 保存表信息到meta数据库
2026-05-13 10:08:30.148 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:59 - 为字段构建向量索引
2026-05-13 10:08:30.471 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:61 - 为字段值构建全文索引
2026-05-13 10:08:30.484 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:67 - 保存指标信息到meta数据库
2026-05-13 10:08:31.521 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:70 - 为指标构建向量索引
2026-05-15 09:12:00.218 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:49 - 加载配置文件完成
2026-05-15 09:12:00.315 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:56 - 保存表信息到meta数据库
2026-05-15 09:12:37.758 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:49 - 加载配置文件完成
2026-05-15 09:12:37.833 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:56 - 保存表信息到meta数据库
2026-05-15 09:12:44.620 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:59 - 为字段构建向量索引
2026-05-15 09:12:44.909 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:61 - 为字段值构建全文索引
2026-05-15 09:12:44.921 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:67 - 保存指标信息到meta数据库
2026-05-15 09:12:45.675 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:70 - 为指标构建向量索引
2026-05-16 11:51:18.185 | INFO     | request_id - ba6bd330-af67-432f-bf9f-a3100a8d9332 | app.agent.nodes.extract_keywords:extract_keywords:44 - 关键字提取成功:['华北', '统计', '销售总额', '地区', '统计华北 地区销售总额']
2026-05-16 11:51:18.791 | INFO     | request_id - ba6bd330-af67-432f-bf9f-a3100a8d9332 | app.agent.nodes.recall_value:recall_value:43 - 扩展后的关键字列表：{'华北', '统计', '销售总额', '地区', '统计华北 地区销售总额'}
2026-05-16 11:51:18.835 | INFO     | request_id - ba6bd330-af67-432f-bf9f-a3100a8d9332 | app.agent.nodes.recall_value:recall_value:61 - 召回字段取值成功[dict_keys(['dim_region.region_name.华北'])]
2026-05-16 11:51:18.951 | INFO     | request_id - ba6bd330-af67-432f-bf9f-a3100a8d9332 | app.agent.nodes.recall_column:recall_column:45 - 扩展后的关键字列表：{'华北', '统计', '销售总额', '销售金额', '地区', '统计华北 地区销售总额'}
2026-05-16 11:51:20.030 | INFO     | request_id - ba6bd330-af67-432f-bf9f-a3100a8d9332 | app.agent.nodes.recall_metric:recall_metric:47 - 扩展后的关键字列表：{'交易额', '华北', '销售收入', 'GMV', '销售额', '统计', '销售总额', '地区', '统计华北 地区销售总额'}
2026-05-16 11:51:20.960 | INFO     | request_id - ba6bd330-af67-432f-bf9f-a3100a8d9332 | app.agent.nodes.recall_column:recall_column:67 - 召回字段成功[dict_keys(['fact_order.order_quantity', 'fact_order.order_amount', 'dim_region.region_name', 'dim_region.province', 'dim_region.country', 'fact_order.region_id', 'dim_region.region_id'])]
2026-05-16 11:51:21.383 | INFO     | request_id - ba6bd330-af67-432f-bf9f-a3100a8d9332 | app.agent.nodes.recall_metric:recall_metric:69 - 召回指标成功[dict_keys(['GMV', 'AOV'])]
2026-05-16 11:51:22.421 | INFO     | request_id - ba6bd330-af67-432f-bf9f-a3100a8d9332 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:158 - 合并后的表信息数据['fact_order', 'dim_region']
2026-05-16 11:51:22.421 | INFO     | request_id - ba6bd330-af67-432f-bf9f-a3100a8d9332 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:162 - 合并后的指标信息['GMV', 'AOV']
2026-05-16 11:51:23.933 | INFO     | request_id - ba6bd330-af67-432f-bf9f-a3100a8d9332 | app.agent.nodes.filter_metric:filter_metric:59 - 过滤指标成功['GMV']
2026-05-16 11:51:24.015 | INFO     | request_id - ba6bd330-af67-432f-bf9f-a3100a8d9332 | app.agent.nodes.filter_table:filter_table:66 - 过滤表信息：['fact_order', 'dim_region']
2026-05-16 11:51:25.043 | INFO     | request_id - ba6bd330-af67-432f-bf9f-a3100a8d9332 | app.agent.nodes.add_extra_context:add_extra_context:47 - 额外上下文信息添加，日期信息{'date': '2026-05-16', 'weekday': 'Saturday', 'quarter': 'Q2'},数据库信息{'version': '8.0.45', 'dialect': 'mysql'}
2026-05-16 11:51:26.878 | INFO     | request_id - ba6bd330-af67-432f-bf9f-a3100a8d9332 | app.agent.nodes.generate_sql:generate_sql:54 - 生成sql语句成功，SELECT SUM(f.order_amount) AS 销售总额 FROM fact_order f JOIN dim_region r ON f.region_id = r.region_id WHERE r.region_name = '华北'
2026-05-16 11:51:27.892 | INFO     | request_id - ba6bd330-af67-432f-bf9f-a3100a8d9332 | app.agent.nodes.validate_sql:validate_sql:27 - 校验sql正确：SELECT SUM(f.order_amount) AS 销售总额 FROM fact_order f JOIN dim_region r ON f.region_id = r.region_id WHERE r.region_name = '华北'
2026-05-16 11:51:28.918 | INFO     | request_id - ba6bd330-af67-432f-bf9f-a3100a8d9332 | app.agent.nodes.execute_sql:execute_sql:28 - 执行sql成功：[{'销售总额': 41099.5}]
2026-05-16 11:51:43.616 | INFO     | request_id - 041ca676-9970-4873-b3b7-ab372bf060c2 | app.agent.nodes.extract_keywords:extract_keywords:44 - 关键字提取成功:['统计各个地区的销售总额', '地区', '统计', '销售总额']
2026-05-16 11:51:44.157 | INFO     | request_id - 041ca676-9970-4873-b3b7-ab372bf060c2 | app.agent.nodes.recall_value:recall_value:43 - 扩展后的关键字列表：{'各个地区', '统计', '销售总额', '统计各个地区的销售总额', '地区'}
2026-05-16 11:51:44.176 | INFO     | request_id - 041ca676-9970-4873-b3b7-ab372bf060c2 | app.agent.nodes.recall_value:recall_value:61 - 召回字段取值成功[dict_keys([])]
2026-05-16 11:51:44.409 | INFO     | request_id - 041ca676-9970-4873-b3b7-ab372bf060c2 | app.agent.nodes.recall_column:recall_column:45 - 扩展后的关键字列表：{'统计', '销售总额', '销售金额', '统计各个地区的销售总额', '地区'}
2026-05-16 11:51:44.978 | INFO     | request_id - 041ca676-9970-4873-b3b7-ab372bf060c2 | app.agent.nodes.recall_column:recall_column:67 - 召回字段成功[dict_keys(['fact_order.order_quantity', 'fact_order.order_amount', 'dim_region.region_name', 'dim_region.province', 'dim_region.country', 'fact_order.region_id', 'dim_region.region_id'])]
2026-05-16 11:51:45.338 | INFO     | request_id - 041ca676-9970-4873-b3b7-ab372bf060c2 | app.agent.nodes.recall_metric:recall_metric:47 - 扩展后的关键字列表：{'交易额', 'GMV', '销售额', '统计', '销售总额', '统计各个地区的销售总额', '总销售额', '地区'}
2026-05-16 11:51:46.245 | INFO     | request_id - 041ca676-9970-4873-b3b7-ab372bf060c2 | app.agent.nodes.recall_metric:recall_metric:69 - 召回指标成功[dict_keys(['GMV', 'AOV'])]
2026-05-16 11:51:47.258 | INFO     | request_id - 041ca676-9970-4873-b3b7-ab372bf060c2 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:158 - 合并后的表信息数据['fact_order', 'dim_region']
2026-05-16 11:51:47.258 | INFO     | request_id - 041ca676-9970-4873-b3b7-ab372bf060c2 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:162 - 合并后的指标信息['GMV', 'AOV']
2026-05-16 11:51:48.787 | INFO     | request_id - 041ca676-9970-4873-b3b7-ab372bf060c2 | app.agent.nodes.filter_metric:filter_metric:59 - 过滤指标成功['GMV']
2026-05-16 11:51:49.137 | INFO     | request_id - 041ca676-9970-4873-b3b7-ab372bf060c2 | app.agent.nodes.filter_table:filter_table:66 - 过滤表信息：['fact_order', 'dim_region']
2026-05-16 11:51:50.168 | INFO     | request_id - 041ca676-9970-4873-b3b7-ab372bf060c2 | app.agent.nodes.add_extra_context:add_extra_context:47 - 额外上下文信息添加，日期信息{'date': '2026-05-16', 'weekday': 'Saturday', 'quarter': 'Q2'},数据库信息{'version': '8.0.45', 'dialect': 'mysql'}
2026-05-16 11:51:51.895 | INFO     | request_id - 041ca676-9970-4873-b3b7-ab372bf060c2 | app.agent.nodes.generate_sql:generate_sql:54 - 生成sql语句成功，SELECT dr.region_name AS 地区, SUM(fo.order_amount) AS 销售总额 FROM fact_order fo JOIN dim_region dr ON fo.region_id = dr.region_id GROUP BY dr.region_name
2026-05-16 11:51:52.927 | INFO     | request_id - 041ca676-9970-4873-b3b7-ab372bf060c2 | app.agent.nodes.validate_sql:validate_sql:27 - 校验sql正确：SELECT dr.region_name AS 地区, SUM(fo.order_amount) AS 销售总额 FROM fact_order fo JOIN dim_region dr ON fo.region_id = dr.region_id GROUP BY dr.region_name
2026-05-16 11:51:53.947 | INFO     | request_id - 041ca676-9970-4873-b3b7-ab372bf060c2 | app.agent.nodes.execute_sql:execute_sql:28 - 执行sql成功：[{'地区': '华南', '销售总额': 70202.0}, {'地区': '华东', '销售总额': 107373.0}, {'地区': '华北', '销售总额': 41099.5}, {'地区': '西南', '销售总额': 31528.0}, {'地区': '华中', '销售总额': 28957.0}]
2026-05-16 14:05:34.140 | INFO     | request_id - bdc2bed5-e01d-4daf-b267-3b3e5bc65fa9 | app.agent.nodes.extract_keywords:extract_keywords:44 - 关键字提取成功:['统计各个地区的销售总额', '地区', '统计', '销售总额']
2026-05-16 14:05:34.750 | INFO     | request_id - bdc2bed5-e01d-4daf-b267-3b3e5bc65fa9 | app.agent.nodes.recall_value:recall_value:43 - 扩展后的关键字列表：{'各个地区', '统计', '销售总额', '统计各个地区的销售总额', '地区'}
2026-05-16 14:05:34.771 | INFO     | request_id - bdc2bed5-e01d-4daf-b267-3b3e5bc65fa9 | app.agent.nodes.recall_value:recall_value:61 - 召回字段取值成功[dict_keys([])]
2026-05-16 14:05:34.915 | INFO     | request_id - bdc2bed5-e01d-4daf-b267-3b3e5bc65fa9 | app.agent.nodes.recall_column:recall_column:45 - 扩展后的关键字列表：{'统计', '销售总额', '销售金额', '统计各个地区的销售总额', '地区'}
2026-05-16 14:05:35.895 | INFO     | request_id - bdc2bed5-e01d-4daf-b267-3b3e5bc65fa9 | app.agent.nodes.recall_metric:recall_metric:47 - 扩展后的关键字列表：{'交易额', 'GMV', '销售额', '统计', '销售总额', '统计各个地区的销售总额', '总销售额', '地区'}
2026-05-16 14:05:36.745 | INFO     | request_id - bdc2bed5-e01d-4daf-b267-3b3e5bc65fa9 | app.agent.nodes.recall_column:recall_column:67 - 召回字段成功[dict_keys(['fact_order.order_quantity', 'fact_order.order_amount', 'dim_region.region_name', 'dim_region.province', 'dim_region.country', 'fact_order.region_id', 'dim_region.region_id'])]
2026-05-16 14:05:37.212 | INFO     | request_id - bdc2bed5-e01d-4daf-b267-3b3e5bc65fa9 | app.agent.nodes.recall_metric:recall_metric:69 - 召回指标成功[dict_keys(['GMV', 'AOV'])]
2026-05-16 14:05:38.246 | INFO     | request_id - bdc2bed5-e01d-4daf-b267-3b3e5bc65fa9 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:158 - 合并后的表信息数据['fact_order', 'dim_region']
2026-05-16 14:05:38.247 | INFO     | request_id - bdc2bed5-e01d-4daf-b267-3b3e5bc65fa9 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:162 - 合并后的指标信息['GMV', 'AOV']
2026-05-16 14:05:40.023 | INFO     | request_id - bdc2bed5-e01d-4daf-b267-3b3e5bc65fa9 | app.agent.nodes.filter_table:filter_table:66 - 过滤表信息：['fact_order', 'dim_region']
2026-05-16 14:05:40.139 | INFO     | request_id - bdc2bed5-e01d-4daf-b267-3b3e5bc65fa9 | app.agent.nodes.filter_metric:filter_metric:59 - 过滤指标成功['GMV']
2026-05-16 14:05:41.156 | INFO     | request_id - bdc2bed5-e01d-4daf-b267-3b3e5bc65fa9 | app.agent.nodes.add_extra_context:add_extra_context:47 - 额外上下文信息添加，日期信息{'date': '2026-05-16', 'weekday': 'Saturday', 'quarter': 'Q2'},数据库信息{'version': '8.0.45', 'dialect': 'mysql'}
2026-05-16 14:05:42.929 | INFO     | request_id - bdc2bed5-e01d-4daf-b267-3b3e5bc65fa9 | app.agent.nodes.generate_sql:generate_sql:54 - 生成sql语句成功，SELECT dr.region_name AS 地区, SUM(fo.order_amount) AS 销售总额 FROM fact_order fo JOIN dim_region dr ON fo.region_id = dr.region_id GROUP BY dr.region_name
2026-05-16 14:05:43.914 | INFO     | request_id - bdc2bed5-e01d-4daf-b267-3b3e5bc65fa9 | app.agent.nodes.validate_sql:validate_sql:27 - 校验sql正确：SELECT dr.region_name AS 地区, SUM(fo.order_amount) AS 销售总额 FROM fact_order fo JOIN dim_region dr ON fo.region_id = dr.region_id GROUP BY dr.region_name
2026-05-16 14:05:44.928 | INFO     | request_id - bdc2bed5-e01d-4daf-b267-3b3e5bc65fa9 | app.agent.nodes.execute_sql:execute_sql:28 - 执行sql成功：[{'地区': '华南', '销售总额': 70202.0}, {'地区': '华东', '销售总额': 107373.0}, {'地区': '华北', '销售总额': 41099.5}, {'地区': '西南', '销售总额': 31528.0}, {'地区': '华中', '销售总额': 28957.0}]
2026-05-16 14:09:25.517 | INFO     | request_id - caab56ea-748e-4369-9015-a3f02432ca7b | app.agent.nodes.extract_keywords:extract_keywords:44 - 关键字提取成功:['华北地区', '统计华北地区销售总额', '统计', '销售总额']
2026-05-16 14:09:26.400 | INFO     | request_id - caab56ea-748e-4369-9015-a3f02432ca7b | app.agent.nodes.recall_column:recall_column:45 - 扩展后的关键字列表：{'统计华北地区销售总额', '华北地区', '统计', '销售总额', '销售金额', '地区'}
2026-05-16 14:09:26.467 | INFO     | request_id - caab56ea-748e-4369-9015-a3f02432ca7b | app.agent.nodes.recall_value:recall_value:43 - 扩展后的关键字列表：{'华北地区', '统计华北地区销售总额', '统计', '销售总额'}
2026-05-16 14:09:26.502 | INFO     | request_id - caab56ea-748e-4369-9015-a3f02432ca7b | app.agent.nodes.recall_value:recall_value:61 - 召回字段取值成功[dict_keys(['dim_region.region_name.华北'])]
2026-05-16 14:09:27.160 | INFO     | request_id - caab56ea-748e-4369-9015-a3f02432ca7b | app.agent.nodes.recall_column:recall_column:67 - 召回字段成功[dict_keys(['fact_order.order_amount', 'dim_region.region_name', 'fact_order.order_quantity', 'dim_region.province', 'dim_region.country', 'fact_order.region_id', 'dim_region.region_id'])]
2026-05-16 14:09:27.395 | INFO     | request_id - caab56ea-748e-4369-9015-a3f02432ca7b | app.agent.nodes.recall_metric:recall_metric:47 - 扩展后的关键字列表：{'交易额', '统计华北地区销售总额', '销售额', 'GMV', '华北地区', '统计', '销售总额', '总销售额'}
2026-05-16 14:09:28.316 | INFO     | request_id - caab56ea-748e-4369-9015-a3f02432ca7b | app.agent.nodes.recall_metric:recall_metric:69 - 召回指标成功[dict_keys(['GMV', 'AOV'])]
2026-05-16 14:09:29.336 | INFO     | request_id - caab56ea-748e-4369-9015-a3f02432ca7b | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:158 - 合并后的表信息数据['fact_order', 'dim_region']
2026-05-16 14:09:29.337 | INFO     | request_id - caab56ea-748e-4369-9015-a3f02432ca7b | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:162 - 合并后的指标信息['GMV', 'AOV']
2026-05-16 14:09:31.218 | INFO     | request_id - caab56ea-748e-4369-9015-a3f02432ca7b | app.agent.nodes.filter_metric:filter_metric:59 - 过滤指标成功['GMV']
2026-05-16 14:09:31.303 | INFO     | request_id - caab56ea-748e-4369-9015-a3f02432ca7b | app.agent.nodes.filter_table:filter_table:66 - 过滤表信息：['fact_order', 'dim_region']
2026-05-16 14:09:32.325 | INFO     | request_id - caab56ea-748e-4369-9015-a3f02432ca7b | app.agent.nodes.add_extra_context:add_extra_context:47 - 额外上下文信息添加，日期信息{'date': '2026-05-16', 'weekday': 'Saturday', 'quarter': 'Q2'},数据库信息{'version': '8.0.45', 'dialect': 'mysql'}
2026-05-16 14:09:34.394 | INFO     | request_id - caab56ea-748e-4369-9015-a3f02432ca7b | app.agent.nodes.generate_sql:generate_sql:54 - 生成sql语句成功，SELECT SUM(f.order_amount) AS 销售总额 FROM fact_order f JOIN dim_region r ON f.region_id = r.region_id WHERE r.region_name = '华北'
2026-05-16 14:09:35.416 | INFO     | request_id - caab56ea-748e-4369-9015-a3f02432ca7b | app.agent.nodes.validate_sql:validate_sql:27 - 校验sql正确：SELECT SUM(f.order_amount) AS 销售总额 FROM fact_order f JOIN dim_region r ON f.region_id = r.region_id WHERE r.region_name = '华北'
2026-05-16 14:09:36.433 | INFO     | request_id - caab56ea-748e-4369-9015-a3f02432ca7b | app.agent.nodes.execute_sql:execute_sql:28 - 执行sql成功：[{'销售总额': 41099.5}]
2026-05-16 14:09:58.878 | INFO     | request_id - dc662bc3-2bdc-453a-a5ee-badafbfa4500 | app.agent.nodes.extract_keywords:extract_keywords:44 - 关键字提取成功:['华北地区', '统计一下华北地区销售总额', '统计', '销售总额']
2026-05-16 14:09:59.522 | INFO     | request_id - dc662bc3-2bdc-453a-a5ee-badafbfa4500 | app.agent.nodes.recall_value:recall_value:43 - 扩展后的关键字列表：{'华北地区', '统计一下华北地区销售总额', '统计', '销售总额'}
2026-05-16 14:09:59.537 | INFO     | request_id - dc662bc3-2bdc-453a-a5ee-badafbfa4500 | app.agent.nodes.recall_value:recall_value:61 - 召回字段取值成功[dict_keys(['dim_region.region_name.华北'])]
2026-05-16 14:09:59.576 | INFO     | request_id - dc662bc3-2bdc-453a-a5ee-badafbfa4500 | app.agent.nodes.recall_column:recall_column:45 - 扩展后的关键字列表：{'华北地区', '统计', '销售总额', '销售金额', '地区', '统计一下华北地区销售总额', '统计日期'}
2026-05-16 14:10:00.398 | INFO     | request_id - dc662bc3-2bdc-453a-a5ee-badafbfa4500 | app.agent.nodes.recall_column:recall_column:67 - 召回字段成功[dict_keys(['dim_region.region_name', 'fact_order.order_quantity', 'fact_order.order_amount', 'dim_region.province', 'dim_region.country', 'fact_order.region_id', 'dim_region.region_id', 'dim_date.date_id', 'fact_order.date_id', 'dim_date.day', 'dim_date.month'])]
2026-05-16 14:10:00.740 | INFO     | request_id - dc662bc3-2bdc-453a-a5ee-badafbfa4500 | app.agent.nodes.recall_metric:recall_metric:47 - 扩展后的关键字列表：{'交易额', 'GMV', '销售额', '华北地区', '统计', '销售总额', '总销售额', '统计一下华北地区销售总额'}
2026-05-16 14:10:01.630 | INFO     | request_id - dc662bc3-2bdc-453a-a5ee-badafbfa4500 | app.agent.nodes.recall_metric:recall_metric:69 - 召回指标成功[dict_keys(['GMV', 'AOV'])]
2026-05-16 14:10:02.618 | INFO     | request_id - dc662bc3-2bdc-453a-a5ee-badafbfa4500 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:158 - 合并后的表信息数据['dim_region', 'fact_order', 'dim_date']
2026-05-16 14:10:02.620 | INFO     | request_id - dc662bc3-2bdc-453a-a5ee-badafbfa4500 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:162 - 合并后的指标信息['GMV', 'AOV']
2026-05-16 14:10:04.210 | INFO     | request_id - dc662bc3-2bdc-453a-a5ee-badafbfa4500 | app.agent.nodes.filter_metric:filter_metric:59 - 过滤指标成功['GMV']
2026-05-16 14:10:04.484 | INFO     | request_id - dc662bc3-2bdc-453a-a5ee-badafbfa4500 | app.agent.nodes.filter_table:filter_table:66 - 过滤表信息：['dim_region', 'fact_order']
2026-05-16 14:10:05.487 | INFO     | request_id - dc662bc3-2bdc-453a-a5ee-badafbfa4500 | app.agent.nodes.add_extra_context:add_extra_context:47 - 额外上下文信息添加，日期信息{'date': '2026-05-16', 'weekday': 'Saturday', 'quarter': 'Q2'},数据库信息{'version': '8.0.45', 'dialect': 'mysql'}
2026-05-16 14:10:07.467 | INFO     | request_id - dc662bc3-2bdc-453a-a5ee-badafbfa4500 | app.agent.nodes.generate_sql:generate_sql:54 - 生成sql语句成功，SELECT SUM(f.order_amount) AS 销售总额 FROM fact_order f JOIN dim_region r ON f.region_id = r.region_id WHERE r.region_name = '华北'
2026-05-16 14:10:08.480 | INFO     | request_id - dc662bc3-2bdc-453a-a5ee-badafbfa4500 | app.agent.nodes.validate_sql:validate_sql:27 - 校验sql正确：SELECT SUM(f.order_amount) AS 销售总额 FROM fact_order f JOIN dim_region r ON f.region_id = r.region_id WHERE r.region_name = '华北'
2026-05-16 14:10:09.498 | INFO     | request_id - dc662bc3-2bdc-453a-a5ee-badafbfa4500 | app.agent.nodes.execute_sql:execute_sql:28 - 执行sql成功：[{'销售总额': 41099.5}]
2026-05-16 14:10:31.359 | INFO     | request_id - f789405f-07e7-4dcb-a5a1-4774d9b21b70 | app.agent.nodes.extract_keywords:extract_keywords:44 - 关键字提取成功:['华北地区', '统计华北地区销售总额', '统计', '销售总额']
2026-05-16 14:10:31.867 | INFO     | request_id - f789405f-07e7-4dcb-a5a1-4774d9b21b70 | app.agent.nodes.recall_value:recall_value:43 - 扩展后的关键字列表：{'华北地区', '统计华北地区销售总额', '统计', '销售总额'}
2026-05-16 14:10:31.882 | INFO     | request_id - f789405f-07e7-4dcb-a5a1-4774d9b21b70 | app.agent.nodes.recall_value:recall_value:61 - 召回字段取值成功[dict_keys(['dim_region.region_name.华北'])]
2026-05-16 14:10:31.990 | INFO     | request_id - f789405f-07e7-4dcb-a5a1-4774d9b21b70 | app.agent.nodes.recall_column:recall_column:45 - 扩展后的关键字列表：{'统计华北地区销售总额', '华北地区', '统计', '销售总额', '销售金额', '地区'}
